|                                                                                dimensionalCodeFragment                                                                                |      pattern       |
| org.apache.ignite.internal.client.thin.ClientClusterGroupImpl.nodesByIds                                                                                                              | unbound-allocation |
| org.apache.ignite.internal.client.thin.ClientDiscoveryContext$TopologyInfo.normalizeEndpoints                                                                                         | unbound-allocation |
| org.apache.ignite.internal.client.thin.ClientFieldsQueryPager.readEntries                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.client.thin.ClientIgniteSetImpl.readPage                                                                                                                   | unbound-allocation |
| org.apache.ignite.internal.client.thin.ClientQueryCursor.getAll                                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.client.thin.ComputeTaskTest.nodeIds                                                                                                                        | unbound-allocation |
| org.apache.ignite.internal.client.thin.ComputeTaskTest.testActiveTasksLimit                                                                                                           | unbound-allocation |
| org.apache.ignite.internal.client.thin.DataReplicationOperationsTest.parameters                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.client.thin.FunctionalTest.testBatchPutGet                                                                                                                 | unbound-allocation |
| org.apache.ignite.internal.client.thin.FunctionalTest.testTransactionsLimit                                                                                                           | unbound-allocation |
| org.apache.ignite.internal.client.thin.ReliableChannel.applyOnNodeChannelWithFallback                                                                                                 | unbound-allocation |
| org.apache.ignite.internal.client.thin.ReliableChannel.initChannelHolders                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.client.thin.ReliableChannelTest.usedDefaultChannels                                                                                                        | unbound-allocation |
| org.apache.ignite.internal.client.thin.ServiceAwarenessTest.doTestClusterTopChangesWhileServiceCalling                                                                                | unbound-allocation |
| org.apache.ignite.internal.client.util.ClientConsistentHashSelfTest.testCollisions                                                                                                    | unbound-allocation |
| org.apache.ignite.internal.client.util.GridClientConsistentHash.node                                                                                                                  | unbound-allocation |
| org.apache.ignite.internal.cluster.ClusterGroupAdapter.forNode                                                                                                                        | unbound-allocation |
| org.apache.ignite.internal.cluster.ClusterGroupAdapter.forNodeId                                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.cluster.ClusterGroupAdapter.forNodeIds                                                                                                                     | unbound-allocation |
| org.apache.ignite.internal.cluster.ClusterGroupAdapter.forNodes                                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.cluster.ClusterGroupAdapter.forOthers                                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.cluster.graph.ClusterGraph.findConnectedComponents                                                                                                         | unbound-allocation |
| org.apache.ignite.internal.commandline.ArgumentParser.createArgumentParser                                                                                                            | unbound-allocation |
| org.apache.ignite.internal.commandline.ArgumentParser.getCommonOptions                                                                                                                | unbound-allocation |
| org.apache.ignite.internal.commandline.CommandHandler.usage                                                                                                                           | unbound-allocation |
| org.apache.ignite.internal.commandline.cache.distribution.CacheDistributionTask$CacheDistributionJob.run                                                                              | unbound-allocation |
| org.apache.ignite.internal.commandline.cache.distribution.CacheDistributionTask.reduce0                                                                                               | unbound-allocation |
| org.apache.ignite.internal.commandline.cache.distribution.CacheDistributionTaskResult.print                                                                                           | unbound-allocation |
| org.apache.ignite.internal.commandline.indexreader.IgniteIndexReader$LeafPageVisitor.visit                                                                                            | unbound-allocation |
| org.apache.ignite.internal.commandline.indexreader.IgniteIndexReader.printIoStat                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.commandline.indexreader.IgniteIndexReader.printScanResults                                                                                                 | unbound-allocation |
| org.apache.ignite.internal.commandline.indexreader.IgniteIndexReaderTest.fields                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.commandline.indexreader.IgniteIndexReaderTest.idxs                                                                                                         | unbound-allocation |
| org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2ByteOrderSelfTest.toList                                                                                      | unbound-allocation |
| org.apache.ignite.internal.ducktest.tests.DataGenerationApplication.run                                                                                                               | unbound-allocation |
| org.apache.ignite.internal.ducktest.tests.cellular_affinity_test.CellularPreparedTxStreamer.run                                                                                       | unbound-allocation |
| org.apache.ignite.internal.ducktest.tests.cellular_affinity_test.CellularTxStreamer.run                                                                                               | unbound-allocation |
| org.apache.ignite.internal.encryption.AbstractEncryptionTest.checkGroupKey                                                                                                            | unbound-allocation |
| org.apache.ignite.internal.executor.GridExecutorService.invokeAll                                                                                                                     | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinConnection.calculateNodeIds                                                                                                              | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinConnection.connectInBestEffortAffinityMode                                                                                               | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinConnection.connectInCommonMode                                                                                                           | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinDatabaseMetadata.getColumns                                                                                                              | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinDatabaseMetadata.getSchemas                                                                                                              | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinDatabaseMetadata.getTables                                                                                                               | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinDatabaseMetadata.getTypeInfo                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.jdbc.thin.JdbcThinPartitionAwarenessMappingGroup.readGroup                                                                                                 | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcCursorLeaksTest.parameters                                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcDatabaseMetadata.getColumns                                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcDatabaseMetadata.getSchemas                                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcDatabaseMetadata.getTables                                                                                                                       | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcMetadataSelfTest.testGetAllView                                                                                                                  | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcMetadataSelfTest.testIndexMetadata                                                                                                               | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcMetadataSelfTest.testPrimaryKeyMetadata                                                                                                          | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcMetadataSelfTest.testSchemasMetadata                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcQueryMultipleStatementsTask.call                                                                                                                 | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcQueryTask.call                                                                                                                                   | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcUtils.columnRow                                                                                                                                  | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcUtils.indexRows                                                                                                                                  | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcUtils.primaryKeyRows                                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.jdbc2.JdbcUtils.tableRow                                                                                                                                   | unbound-allocation |
| org.apache.ignite.internal.management.SystemViewCommand.printTable                                                                                                                    | unbound-allocation |
| org.apache.ignite.internal.management.SystemViewTask$SystemViewJob.run                                                                                                                | unbound-allocation |
| org.apache.ignite.internal.management.api.CommandMBean.getMBeanInfo                                                                                                                   | unbound-allocation |
| org.apache.ignite.internal.management.api.CommandUtils.visitCommandParams                                                                                                             | unbound-allocation |
| org.apache.ignite.internal.management.baseline.AbstractBaselineCommand.printResult                                                                                                    | unbound-allocation |
| org.apache.ignite.internal.management.baseline.BaselineTaskResult.resolveInetAddresses                                                                                                | unbound-allocation |
| org.apache.ignite.internal.management.cache.CacheConfigurationCollectorTask.reduce0                                                                                                   | unbound-allocation |
| org.apache.ignite.internal.management.cache.CacheIndexesForceRebuildCommand.printResult                                                                                               | unbound-allocation |
| org.apache.ignite.internal.management.cache.CacheJdbcType.list                                                                                                                        | unbound-allocation |
| org.apache.ignite.internal.management.cache.CacheScanTask$CacheScanJob.run                                                                                                            | unbound-allocation |
| org.apache.ignite.internal.management.cache.CacheScheduleIndexesRebuildCommand.printResult                                                                                            | unbound-allocation |
| org.apache.ignite.internal.management.cache.ContentionTask.reduce0                                                                                                                    | unbound-allocation |
| org.apache.ignite.internal.management.cache.FindAndDeleteGarbageInPersistenceClosure.calcCacheGroupIds                                                                                | unbound-allocation |
| org.apache.ignite.internal.management.cache.FindAndDeleteGarbageInPersistenceClosure.calcListOfPartitions                                                                             | unbound-allocation |
| org.apache.ignite.internal.management.cache.FindAndDeleteGarbageInPersistenceClosure.call0                                                                                            | unbound-allocation |
| org.apache.ignite.internal.management.cache.IndexForceRebuildTask$IndexForceRebuildJob.run                                                                                            | unbound-allocation |
| org.apache.ignite.internal.management.cache.IndexListTask$IndexListJob.run                                                                                                            | unbound-allocation |
| org.apache.ignite.internal.management.cache.IndexRebuildStatusTask$IndexRebuildStatusJob.run                                                                                          | unbound-allocation |
| org.apache.ignite.internal.management.cache.QueryEntity.list                                                                                                                          | unbound-allocation |
| org.apache.ignite.internal.management.cache.QueryIndexField.list                                                                                                                      | unbound-allocation |
| org.apache.ignite.internal.management.cache.ScheduleIndexRebuildTask$ScheduleIndexRebuildJob.run                                                                                      | unbound-allocation |
| org.apache.ignite.internal.management.cache.ValidateIndexesClosure.call0                                                                                                              | unbound-allocation |
| org.apache.ignite.internal.management.cache.ValidateIndexesClosure.collectGroupIds                                                                                                    | unbound-allocation |
| org.apache.ignite.internal.management.cache.ValidateIndexesClosure.integrityCheckIndexesPartitions                                                                                    | unbound-allocation |
| org.apache.ignite.internal.management.cache.VerifyBackupPartitionsTaskV2$VerifyBackupPartitionsJobV2$CachesFiltering.result                                                           | unbound-allocation |
| org.apache.ignite.internal.management.cache.VerifyBackupPartitionsTaskV2$VerifyBackupPartitionsJobV2.calcPartitionHashAsync                                                           | unbound-allocation |
| org.apache.ignite.internal.management.cache.VerifyBackupPartitionsTaskV2$VerifyBackupPartitionsJobV2.execute                                                                          | unbound-allocation |
| org.apache.ignite.internal.management.cache.VerifyBackupPartitionsTaskV2$VerifyBackupPartitionsJobV2.filterByCacheNames                                                               | unbound-allocation |
| org.apache.ignite.internal.management.cache.VerifyBackupPartitionsTaskV2$VerifyBackupPartitionsJobV2.filterByExcludeCaches                                                            | unbound-allocation |
